"year","country","v2x_polyarchy","v2x_pubcorr","v2jucorrdc","v2xel_regelec","v2elsnlsff","v2elrgpwr","e_fh_rol","v2ellocelc","v2ellocpwr","v2xel_locelec","RWI","bmr_democracy","polity","polity2","xpolity","gdppc10","pop","minor","major","armedconf","fh.A.Legal","fh.B.Political","fh.C.Economic","fh.total.score","fh.media.freedom","rulelaw.wb","l.polity2","polity2.squ","l.polity2.squ","v2x_polyarchy.sq","v2x_libdem.sq","lpop","l.lpop","lrgdp","l.lrgdp","pts","l.pts","gwno","alljourn","polgroup","state","other","unknown","stateunknown","stateunknownother","foreign.state","local.state","capital.stateunknown","capital.state","nocapital.state","regional.media.state","national.media.state","international.media.state","foreign.unknown","local.unknown","capital.unknown","nocapital.unknown","regional.media.unknown","national.media.unknown","international.media.unknown","state.nationalreach.d","unknown.nationalreach.d","state.localreach.d","unknown.localreach.d","state.d","unknown.d","stateunknown.d","polgroup.d","other.d","capital.state.d","capital.unknown.d","capital.stateunknown.d","nocapital.state.d","nocapital.unknown.d","regional.media.state.d","national.media.state.d","international.media.state.d","regional.media.unknown.d","national.media.unknown.d","international.media.unknown.d","nonregional.state.d","nonregional.unknown.d"
2008,"Malta",0.769,0.199,-0.868,0,1.785,NA,NA,5,0.921,0.816,"electoral democracy",1,NA,NA,NA,21142.0208113957,409379,NA,0,0,4,9,9,22,2,1.62492,NA,NA,NA,0.591361,0.335241,12.9223966563163,12.9158901017106,9.9590178466908,9.93260704404537,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Mauritania",0.41,0.807,2.005,0.09,-1.505,-0.923,4,0,-0.689,0.122,"closed autocracy",0,-5,-5,-2,1225.27091784325,3414552,NA,0,0,18,22,18,58,1,-1.141112,4,25,16,0.1681,0.062001,15.043556856437,15.0179677142758,7.11091725595019,7.12576462640271,3,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Mauritius",0.813,0.335,0.806,0,1.565,NA,13,5,1.125,0.871,"liberal democracy",1,10,10,7,7456.36924654787,1244121,NA,0,0,6,8,12,26,2,0.9962615,10,100,100,0.660969,0.471969,14.0339398144322,14.0303235059582,8.91682387854957,8.86797143945452,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Moldova",0.481,0.661,1.01,0.789,0.242,0.799,8,5,1.153,0.878,"electoral autocracy",1,9,9,7,1616.95279003258,3570108,NA,0,0,20,26,21,67,0,-0.4253814,9,81,81,0.231361,0.150544,15.0881064053991,15.0900098571754,7.38829866312899,7.31128773793601,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Mongolia",0.694,0.497,0.831,0.742,-1.577,0.71,12,2,1.381,0.897,"electoral democracy",1,10,10,7,2603.40836562988,2629666,NA,0,0,13,16,12,41,1,-0.3458996,10,100,100,0.481636,0.308025,14.7823673998915,14.7682396743643,7.86457677537508,7.79344127820493,3,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Montenegro",0.471,0.649,0.108,0,-1.071,NA,8,5,1.736,0.958,"electoral autocracy",1,9,9,7,6939.83259386082,616969,NA,0,0,11,16,10,37,1,-0.0756757,9,81,81,0.221841,0.152881,13.3325740585135,13.3307992998463,8.84503293128784,8.77987267070197,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Morocco",0.283,0.715,0.736,0.191,-0.586,-0.292,6,5,-1.228,0.108,"closed autocracy",0,-6,-6,-4,2705.78636705128,31350544,NA,0,0,24,23,17,64,0,-0.3033495,-6,36,36,0.080089,0.055696,17.2607421773647,17.2498629215772,7.90314785773957,7.85683308584249,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Mozambique",0.486,0.811,0.433,0.06,-1.266,-1.163,8,5,1.122,0.869,"electoral autocracy",0,5,5,3,389.187158213903,22994867,NA,0,0,12,15,14,41,1,-0.606939,5,25,25,0.236196,0.119716,16.9507815750734,16.9227679717723,5.96406035442809,5.92557293748878,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Myanmar (Burma)",0.101,0.829,1.622,0.278,-2.188,0.152,0,0,-1.524,0.031,"closed autocracy",0,-6,-6,-2,800.998549982247,51030006,1,0,1,30,38,28,96,0,-1.541819,-8,36,64,0.010201,0.000361,17.747924370618,17.7414130757829,6.68585913680735,6.59474198298286,4,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Namibia",0.657,0.31,-1.518,0.919,-0.446,1.559,10,5,1.192,0.883,"electoral democracy",0,6,6,4,5014.05017205694,2115703,NA,0,0,8,10,12,30,2,0.3484189,6,36,36,0.431649,0.288369,14.5648977029408,14.5494032501197,8.51999928506166,8.50934061219603,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Netherlands",0.88,0.045,-2.67,0.876,2.072,1.146,15,2,1.328,0.885,"liberal democracy",1,10,10,7,52121.1956176542,16445593,NA,0,0,2,7,4,13,2,1.761363,10,100,100,0.7744,0.7056,16.6155680965477,16.6116751719327,10.8613269706851,10.8483720134962,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"New Zealand",0.891,0.013,-3.263,0,2.04,NA,15,5,2.099,0.982,"liberal democracy",1,10,10,7,34129.426055407,4259800,NA,0,0,3,5,6,14,2,1.862746,10,100,100,0.793881,0.717409,15.2647327687866,15.2562457547624,10.4379152253341,10.4595817084654,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Nicaragua",0.471,0.717,1.128,0,-0.658,NA,8,5,0.871,0.808,"electoral autocracy",1,9,9,7,1557.11963336666,5594524,NA,0,0,14,19,12,45,1,-0.8049277,9,81,81,0.221841,0.068121,15.5372988201483,15.524272221403,7.35059300469902,7.33550153822949,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Niger",0.623,0.7,0.834,0.494,-2.88,2.347,6,5,1.078,0.858,"electoral democracy",1,6,6,5,352.322220484021,15085130,1,0,1,22,25,17,64,0,-0.6682003,6,36,36,0.388129,0.216225,16.5292200483704,16.4915629802716,5.86454615597818,5.81064851259291,4,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"North Korea",0.081,0.925,1.091,0.078,1.717,-1.437,0,5,-1.61,0.053,"closed autocracy",0,-10,-10,-6,NA,24243829,NA,0,0,30,39,29,98,0,-1.234027,-10,100,100,0.006561,1e-04,17.0036726687369,16.9982179188239,NA,NA,5,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Norway",0.914,0.013,-3.168,NA,1.263,1.869,16,5,1.877,0.97,"liberal democracy",1,10,10,7,90806.8365407112,4768212,NA,0,0,3,3,4,10,2,1.970247,10,100,100,0.835396,0.783225,15.3774819498261,15.3650186196726,11.4164898540536,11.4251174894817,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Oman",0.166,0.425,-2.097,0,1.839,NA,4,0,0.285,0.306,"closed autocracy",0,-8,-8,-5,19881.3094260275,2652281,NA,0,0,25,27,19,71,0,0.5937881,-8,64,64,0.027556,0.0144,14.7909305824425,14.7686152629611,9.89753534454184,9.84104229493896,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Panama",0.776,0.381,0.449,0.311,-0.164,0.317,9,5,1.395,0.915,"electoral democracy",1,9,9,6,7691.5492452459,3498679,NA,0,0,18,17,9,44,1,-0.1745903,9,81,81,0.602176,0.368449,15.0678960266441,15.0505162232043,8.94787750452955,8.88264885446645,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Papua New Guinea",0.461,0.676,-1.51,0.798,-2.203,0.842,7,5,1.455,0.929,"electoral autocracy",1,4,4,4,1299.86819302991,6540267,NA,0,0,4,12,10,26,2,-0.9159881,4,16,16,0.212521,0.121104,15.6934885482881,15.6698488168099,7.17001814833232,7.12964176080886,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Paraguay",0.648,0.643,0.844,0.983,-1.22,2.146,6,5,1.938,0.972,"electoral democracy",1,8,8,7,3049.86691570023,6047131,NA,0,0,18,23,18,59,1,-0.928021,8,64,64,0.419904,0.262144,15.6150945026556,15.6016140623362,8.02285323445281,7.97468259622926,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Peru",0.76,0.501,0.168,0.981,-1.224,2.082,8,5,2.056,0.98,"electoral democracy",1,9,9,7,4701.90373018085,28642048,1,0,1,14,19,11,44,1,-0.7044131,9,81,81,0.5776,0.3481,17.17038640588,17.1581167822524,8.45572275466261,8.38065417861617,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Poland",0.895,0.159,-2.232,0.872,1.735,1.25,13,5,2.29,0.989,"liberal democracy",1,10,10,7,11801.5922469817,38125759,NA,0,0,8,9,7,24,2,0.5465031,10,100,100,0.801025,0.685584,17.4564007008904,17.4562643270936,9.37598973753558,9.33450783908939,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Portugal",0.903,0.143,-1.739,0,1.35,NA,15,5,1.993,0.977,"liberal democracy",1,10,10,7,22831.2070131247,10558177,NA,0,0,4,6,6,16,2,1.020404,10,100,100,0.815409,0.710649,16.1724111887639,16.1709692759654,10.0358836077332,10.03533478086,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Qatar",0.085,0.484,-0.736,0,1.43,NA,4,NA,NA,0,"closed autocracy",0,-10,-10,-6,67280.8537556713,1388962,NA,0,0,19,24,22,65,0,0.6781047,-10,100,100,0.007225,0.009801,14.1440672635509,13.9801390108522,11.1166309841572,11.1179000879171,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Romania",0.658,0.66,0.504,0.834,0.851,1.061,12,5,0.692,0.753,"electoral democracy",1,9,9,7,8872.77897047769,20537875,NA,0,0,13,16,15,44,1,-0.0136101,9,81,81,0.432964,0.247009,16.8377813004428,16.8544451268734,9.09074332617656,8.99287761168564,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Rwanda",0.225,0.193,1.238,0.161,-0.922,-0.488,6,5,0.872,0.809,"electoral autocracy",0,-3,-3,-1,512.498060852224,9750314,NA,0,0,25,34,26,85,0,-0.4772869,-3,9,9,0.050625,0.025921,16.0928100475837,16.0648091082126,6.23929692730243,6.16147531770552,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"S<U+00E3>o Tom<U+00E9> & Pr<U+00ED>ncipe",0.683,0.427,-0.389,0.937,1.215,1.509,12,5,1.12,0.872,"electoral democracy",1,NA,NA,NA,1104.67428177501,163595,NA,0,0,NA,NA,NA,NA,NA,-0.4845672,NA,NA,NA,0.466489,0.328329,12.0051491403366,11.9833290142373,7.00730580287491,6.95044255876179,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Saudi Arabia",0.016,0.644,-0.507,0.005,1.086,-2.301,3,2,-2.45,0.007,"closed autocracy",0,-10,-10,-6,18465.9705701187,26742842,NA,0,0,28,29,25,82,0,0.0746007,-10,100,100,0.000256,0.001764,17.101777406713,17.0768143319171,9.82368488859789,9.76773949547334,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Senegal",0.699,0.572,0.484,0.333,-0.328,-0.412,10,5,-0.493,0.317,"electoral democracy",1,7,7,5,989.621969904974,12229703,NA,0,0,18,21,14,53,1,-0.2803597,7,49,49,0.488601,0.265225,16.3193782228223,16.2918161578766,6.89732302162507,6.88872169222409,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Seychelles",0.465,0.211,-1.287,0,-1.065,NA,11,0,-1.681,0.025,"electoral autocracy",0,NA,NA,NA,10645.0866961106,86956,NA,0,0,20,20,19,59,1,0.2219159,NA,NA,NA,0.216225,0.148996,11.3731575225771,11.3507946954227,9.2728537215979,9.31691928519771,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Sierra Leone",0.51,0.744,1.148,0,-0.528,NA,8,5,1.667,0.952,"electoral democracy",1,7,7,6,429.755371738112,5521838,NA,0,0,16,23,17,56,1,-0.9353673,7,49,49,0.2601,0.09,15.5242213338452,15.5002614876221,6.06321614386631,6.03458660694228,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Singapore",0.395,0.005,-2.074,0,-0.187,NA,7,NA,NA,0,"electoral autocracy",0,-2,-2,1,42650.1020802336,4839396,NA,0,0,24,23,21,68,0,1.606087,-2,4,4,0.156025,0.101761,15.392300477517,15.3390853066868,10.6607849463574,10.6962818152157,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Slovakia",0.851,0.271,-0.272,0.984,1.805,2.142,12,5,2.668,0.996,"liberal democracy",1,10,10,7,16748.8118825498,5379233,NA,0,0,7,9,7,23,2,0.5902709,10,100,100,0.724201,0.5625,15.4980563569188,15.4971988039236,9.7260826023523,9.67217001147552,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Slovenia",0.824,0.106,-1.402,0,2.038,NA,14,5,2.082,0.981,"liberal democracy",1,10,10,7,25448.9410144822,2021316,NA,0,0,7,10,7,24,2,1.008982,10,100,100,0.678976,0.568516,14.5192593424016,14.5176779339652,10.14442941068,10.1135423676136,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Solomon Islands",0.535,0.629,-1.184,0.899,0.725,1.248,8,NA,NA,0,"electoral democracy",1,8,8,7,1309.94738874397,503410,NA,0,0,5,14,11,30,2,-0.6368995,8,64,64,0.286225,0.167281,13.1291602264046,13.1063864228812,7.17774225412457,7.13197466673049,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"South Africa",0.794,0.448,-1.069,0.88,-0.626,1.16,11,5,0.951,0.829,"liberal democracy",1,9,9,7,7465.39339660339,49557573.2955342,NA,0,0,9,12,9,30,2,0.0725051,9,81,81,0.630436,0.4489,17.7186456485452,17.7049575315778,8.91803340739298,8.9003096451001,3,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"South Korea",0.78,0.103,-1.884,0.982,1.168,2.096,13,5,1.425,0.921,"liberal democracy",1,8,8,6,20848.5536813799,48948698,NA,0,0,9,12,9,30,2,0.8808925,8,64,64,0.6084,0.478864,17.7062833280171,17.6990857749464,9.94503985702137,9.92433809610399,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Spain",0.865,0.038,-2.36,0,0.512,NA,14,5,2.162,0.986,"liberal democracy",1,10,10,7,32304.6171614024,45954106,NA,0,0,5,14,5,24,2,1.193509,10,100,100,0.748225,0.64,17.6431537607716,17.627200455781,10.3829654451684,10.3878208329385,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Sudan",0.212,0.816,-0.149,0.27,-0.867,-0.607,0,0,-0.714,0.121,"electoral autocracy",0,-4,-4,-2,1406.66961773,34470138,1,0,1,27,29,22,78,0,-1.423214,-4,16,16,0.044944,0.005329,17.3556039419663,17.3311657491375,7.24898021627207,7.20230762517483,5,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Suriname",0.795,0.324,-1.502,0.874,1.189,1.247,9,2,0.645,0.721,"electoral democracy",1,5,5,4,7959.28228412436,506657,NA,0,0,5,12,6,23,2,-0.2293139,5,25,25,0.632025,0.473344,13.135589525025,13.1242675632911,8.98209410946228,8.95281739896812,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Swaziland",0.132,0.844,-0.573,0.033,0.953,-1.497,4,2,1.042,0.833,"closed autocracy",0,-9,-9,-5,3756.8374294454,1153750,NA,0,0,25,26,25,76,0,NA,-9,81,81,0.017424,0.008836,13.9585280647992,13.9420136850913,8.23133277326307,8.20456342900369,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Sweden",0.93,0.007,-2.767,0.934,2.286,1.499,16,5,2.533,0.994,"liberal democracy",1,10,10,7,52711.3750056458,9219637,NA,0,0,2,5,4,11,2,1.931482,10,100,100,0.8649,0.797449,16.036846223825,16.0290558909173,10.8725865557478,10.8859629378949,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Switzerland",0.909,0.028,-3.029,0.997,1.619,2.724,15,5,2.593,0.995,"liberal democracy",1,10,10,7,75424.2843789491,7647675,NA,0,0,5,3,5,13,2,1.816634,10,100,100,0.826281,0.748225,15.8499122380406,15.837206057302,11.2308845761327,11.221073776716,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Syria",0.161,0.862,1.851,0.17,0.862,-0.426,1,2,-1.614,0.052,"electoral autocracy",0,-7,-7,-3,NA,20097057,NA,0,0,29,33,21,83,0,-0.6935169,-7,49,49,0.025921,0.003969,16.8160839443987,16.7821021873365,NA,NA,4,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Tajikistan",0.222,0.932,2.813,0.015,0.015,-2.157,4,2,-2.517,0.006,"electoral autocracy",0,-3,-3,-3,703.587312004156,7254072,NA,0,0,25,28,25,78,0,-1.285771,-3,9,9,0.049284,0.007056,15.797073524334,15.7754674451803,6.55619197973343,6.50176339271208,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Tanzania",0.502,0.551,1.037,0.267,-0.62,0.092,10,2,0.438,0.656,"electoral democracy",0,-1,-1,1,673.433946210524,42844744,NA,0,0,16,19,15,50,1,-0.3487118,-1,1,1,0.252004,0.159201,17.5730935350412,17.5417340615531,6.51238991562946,6.48952494599503,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Timor-Leste",0.664,0.515,-0.884,0.045,1.57,-1.377,6,5,0.229,0.589,"electoral democracy",1,7,7,6,733.329129947668,1030915,NA,0,0,12,12,13,37,1,-1.046781,7,49,49,0.440896,0.283024,13.8459573153715,13.836523237166,6.59759461877233,6.4742528767353,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Togo",0.512,0.728,1.421,0,-0.28,NA,5,0,-1.947,0.012,"electoral democracy",0,-4,-4,-4,486.964869275474,6052937,NA,0,0,23,27,22,72,0,-0.8251987,-4,16,16,0.262144,0.053361,15.6160541667575,15.5888368417824,6.18819198346924,6.19339853039421,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Trinidad & Tobago",0.763,0.19,-1.409,0,1.292,NA,10,5,1.051,0.854,"liberal democracy",1,10,10,7,17052.2593805911,1315372,NA,0,0,6,10,7,23,2,-0.1888208,10,100,100,0.582169,0.413449,14.0896300733221,14.0849726500732,9.74403798892301,9.71535327703427,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Tunisia",0.185,0.85,1.111,0.2,1.25,-0.267,4,5,-1.265,0.104,"electoral autocracy",0,-4,-4,-4,3968.06469243426,10408091,NA,0,0,27,31,24,82,0,0.0725158,-4,16,16,0.034225,0.011449,16.1580940424107,16.1475298823344,8.28603377180872,8.25509351264635,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Turkey",0.66,0.329,0.347,0.052,-0.911,-1.61,8,5,0.558,0.708,"electoral democracy",1,7,7,7,10004.6908911799,70344357,1,0,1,21,18,11,50,1,0.0830613,7,49,49,0.4356,0.239121,18.0689131250878,18.0570601921699,9.21080935110627,9.21609550220281,4,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Turkmenistan",0.148,0.908,1.09,0.035,1.597,-1.796,1,2,-2.053,0.019,"electoral autocracy",0,-9,-9,-5,3963.68067045072,4917541,NA,0,0,30,37,29,96,0,-1.471751,-9,81,81,0.021904,0.001225,15.4083191667805,15.3961857611907,8.284928334801,8.1599119022436,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"Ukraine",0.635,0.72,2.279,0.259,-1.142,-0.621,10,5,1.618,0.948,"electoral democracy",1,7,7,6,3311.95840954095,46258200,NA,0,0,15,20,20,55,1,-0.6813426,7,49,49,0.403225,0.183184,17.6497493035047,17.6551639256135,8.10529495792055,8.0771408489284,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"United Arab Emirates",0.066,0.109,-2.607,0.009,-1.362,-2.12,4,0,-2.244,0.007,"closed autocracy",0,-8,-8,-4,43045.3303290853,6900142,NA,0,0,23,23,23,69,0,0.4243076,-8,64,64,0.004356,0.007056,15.7470525490659,15.6089519453081,10.6700090331034,10.7766900788359,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"United Kingdom",0.909,0.031,-1.864,0.974,1.302,1.946,14,5,1.558,0.939,"liberal democracy",1,10,10,7,40315.5720608148,61806995,NA,0,0,6,8,5,19,2,1.708199,10,100,100,0.826281,0.7225,17.9395271037249,17.9316567775018,10.6044930767943,10.6186552069815,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
